stdio    D C:\LIBS5303Build\allegro5\src\file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\Kirk\Documents\GitHub\BreakoutLevelEditor\bin\Debug\allegro5.cfg r
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28623] removed dtor for sub_bitmap 0BC99FB8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28623] removed dtor for sub_bitmap 0BC9A3C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28624] removed dtor for sub_bitmap 0BC9B538
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28625] removed dtor for sub_bitmap 0BC99A58
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28625] removed dtor for sub_bitmap 0BC9C150
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28626] removed dtor for sub_bitmap 0BC9BD48
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28626] removed dtor for sub_bitmap 0BC9ABD0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28627] removed dtor for sub_bitmap 0BC9BEA0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28627] removed dtor for sub_bitmap 0BC9B690
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28628] removed dtor for sub_bitmap 0BC9BFF8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28629] removed dtor for sub_bitmap 0BC9AE80
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28630] removed dtor for sub_bitmap 0BC9BA98
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28630] removed dtor for sub_bitmap 0BC9AFD8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28631] removed dtor for sub_bitmap 0BC9B940
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28631] removed dtor for sub_bitmap 0BC99BB0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28632] removed dtor for sub_bitmap 0BC99D08
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28632] removed dtor for sub_bitmap 0BC9B288
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28633] removed dtor for sub_bitmap 0BC99E60
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28634] removed dtor for sub_bitmap 0BC9AA78
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28634] removed dtor for sub_bitmap 0BC9A7C8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28635] removed dtor for sub_bitmap 0BC9B3E0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28636] removed dtor for sub_bitmap 0BC9D6D0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28636] removed dtor for sub_bitmap 0BC9EDA8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28637] removed dtor for sub_bitmap 0BC9CD68
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28637] removed dtor for sub_bitmap 0BC9CAB8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28638] removed dtor for sub_bitmap 0BC9CEC0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28639] removed dtor for sub_bitmap 0BC9E2E8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28639] removed dtor for sub_bitmap 0BC9E440
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28640] removed dtor for sub_bitmap 0BC9E848
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28640] removed dtor for sub_bitmap 0BC9CC10
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28641] removed dtor for sub_bitmap 0BC9DD88
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28642] removed dtor for sub_bitmap 0BC9EAF8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28642] removed dtor for sub_bitmap 0BC9D018
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28643] removed dtor for sub_bitmap 0BC9D170
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28644] removed dtor for sub_bitmap 0BC9E9A0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28644] removed dtor for sub_bitmap 0BC9D2C8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28645] removed dtor for sub_bitmap 0BC9D420
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28645] removed dtor for sub_bitmap 0BC9EC50
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28646] removed dtor for sub_bitmap 0BC9E598
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28646] removed dtor for sub_bitmap 0BC9D578
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28647] removed dtor for sub_bitmap 0BC9C808
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28648] removed dtor for sub_bitmap 0BC9D980
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28648] removed dtor for sub_bitmap 0BC9D828
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28649] removed dtor for sub_bitmap 0BC9DAD8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28649] removed dtor for sub_bitmap 0BC9DC30
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28650] removed dtor for sub_bitmap 0BC9DEE0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28650] removed dtor for sub_bitmap 0BC9C960
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28655] removed dtor for sub_bitmap 0BC9E038
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28656] removed dtor for sub_bitmap 0BC9E6F0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28656] removed dtor for sub_bitmap 0BC9E190
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28657] removed dtor for sub_bitmap 0BC9C400
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28657] removed dtor for sub_bitmap 0BC9C558
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28658] removed dtor for sub_bitmap 0BC9C6B0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28659] removed dtor for sub_bitmap 0BCA11F0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28659] removed dtor for sub_bitmap 0BCA0078
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28660] removed dtor for sub_bitmap 0BCA0888
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28660] removed dtor for sub_bitmap 0BC9EF00
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28661] removed dtor for sub_bitmap 0BCA0480
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28661] removed dtor for sub_bitmap 0BC9FDC8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28662] removed dtor for sub_bitmap 0BCA14A0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28663] removed dtor for sub_bitmap 0BCA1098
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28663] removed dtor for sub_bitmap 0BC9F868
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28664] removed dtor for sub_bitmap 0BCA0328
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28664] removed dtor for sub_bitmap 0BCA0C90
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28665] removed dtor for sub_bitmap 0BCA0F40
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28666] removed dtor for sub_bitmap 0BCA0730
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28666] removed dtor for sub_bitmap 0BC9F058
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28667] removed dtor for sub_bitmap 0BC9F710
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28667] removed dtor for sub_bitmap 0BC9F9C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28668] removed dtor for sub_bitmap 0BCA0DE8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28668] removed dtor for sub_bitmap 0BC9F1B0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28669] removed dtor for sub_bitmap 0BC9F308
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28670] removed dtor for sub_bitmap 0BCA1348
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28670] removed dtor for sub_bitmap 0BCA05D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28671] removed dtor for sub_bitmap 0BCA1750
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28671] removed dtor for sub_bitmap 0BC9F460
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28672] removed dtor for sub_bitmap 0BC9FC70
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28675] removed dtor for sub_bitmap 0BCA09E0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28675] removed dtor for sub_bitmap 0BCA15F8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28676] removed dtor for sub_bitmap 0BC9F5B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28677] removed dtor for sub_bitmap 0BCA0B38
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28677] removed dtor for sub_bitmap 0BC9FB18
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28678] removed dtor for sub_bitmap 0BC9FF20
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28678] removed dtor for sub_bitmap 0BCA01D0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28679] removed dtor for sub_bitmap 0BCA6E40
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28680] removed dtor for sub_bitmap 0BCA7248
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28680] removed dtor for sub_bitmap 0BCA8110
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28681] removed dtor for sub_bitmap 0BCA87C8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28681] removed dtor for sub_bitmap 0BCA6CE8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28682] removed dtor for sub_bitmap 0BCA6F98
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28683] removed dtor for sub_bitmap 0BCA7D08
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28683] removed dtor for sub_bitmap 0BCA83C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28684] removed dtor for sub_bitmap 0BCA70F0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28684] removed dtor for sub_bitmap 0BCA6B90
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28685] removed dtor for sub_bitmap 0BCA73A0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28685] removed dtor for sub_bitmap 0BCA7E60
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28686] removed dtor for sub_bitmap 0BCA7FB8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28687] removed dtor for sub_bitmap 0BCA7650
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28687] removed dtor for sub_bitmap 0BCA6630
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28688] removed dtor for sub_bitmap 0BCA6A38
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28688] removed dtor for sub_bitmap 0BCA77A8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28689] removed dtor for sub_bitmap 0BCA8518
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28689] removed dtor for sub_bitmap 0BCA64D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28690] removed dtor for sub_bitmap 0BCA68E0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28691] removed dtor for sub_bitmap 0BCA8670
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28691] removed dtor for sub_bitmap 0BCA5E20
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28692] removed dtor for sub_bitmap 0BCA7BB0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28694] removed dtor for sub_bitmap 0BCA8268
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28695] removed dtor for sub_bitmap 0BCA5F78
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28696] removed dtor for sub_bitmap 0BCA6228
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28696] removed dtor for sub_bitmap 0BCA60D0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28697] removed dtor for sub_bitmap 0BCA6380
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28697] removed dtor for sub_bitmap 0BCA6788
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28698] removed dtor for sub_bitmap 0BCA74F8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28698] removed dtor for sub_bitmap 0BCA7900
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28699] removed dtor for sub_bitmap 0BCA7A58
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28700] removed dtor for sub_bitmap 0BCAA6B0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28700] removed dtor for sub_bitmap 0BCAA808
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28701] removed dtor for sub_bitmap 0BCAAC10
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28701] removed dtor for sub_bitmap 0BCA9D48
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28702] removed dtor for sub_bitmap 0BCA9A98
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28702] removed dtor for sub_bitmap 0BCAAD68
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28703] removed dtor for sub_bitmap 0BCA8E80
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28704] removed dtor for sub_bitmap 0BCAA400
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28704] removed dtor for sub_bitmap 0BCAB170
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28705] removed dtor for sub_bitmap 0BCAB018
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28705] removed dtor for sub_bitmap 0BCA97E8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28706] removed dtor for sub_bitmap 0BCAA558
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28707] removed dtor for sub_bitmap 0BCAA150
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28707] removed dtor for sub_bitmap 0BCA8920
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28708] removed dtor for sub_bitmap 0BCA9BF0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28708] removed dtor for sub_bitmap 0BCA9690
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28709] removed dtor for sub_bitmap 0BCAAAB8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28709] removed dtor for sub_bitmap 0BCA9130
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28710] removed dtor for sub_bitmap 0BCAA960
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28711] removed dtor for sub_bitmap 0BCA9288
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28711] removed dtor for sub_bitmap 0BCA93E0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28714] removed dtor for sub_bitmap 0BCAAEC0
